                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1964,                 0.0155,                 0.0697,                 4.7529,                0.07004,              0.0033289,              0.0033289
